FieldType,OriginalValue,AnonymizedValue,Index
Title,スリムパウンドケーキ箱(ホワイト),テストスリムパウンドケーキ箱(ホワイト),2709
Title,【サンプル】白ムジデコ箱6号H125,テスト【サンプル】白ムジデコ箱6号H125,2712
Title,【サンプル】ギフト箱用ダンボール(60サイズ),テスト【サンプル】ギフト箱用ダンボール(60サイズ),2714
Title,【サンプル】スリムパウンドケーキ箱(チャコール),テスト【サンプル】スリムパウンドケーキ箱(チャコール),2717
Title,【サンプル】パウンドケーキ箱(チャコール),テスト【サンプル】パウンドケーキ箱(チャコール),2719
Title,【サンプル】スリムパウンドケーキ箱(クラフト),テスト【サンプル】スリムパウンドケーキ箱(クラフト),2721
Title,【サンプル】パウンドケーキ箱(クラフト),テスト【サンプル】パウンドケーキ箱(クラフト),2723
Title,【サンプル】白ムジデコ箱7号H150,テスト【サンプル】白ムジデコ箱7号H150,2726
Title,【サンプル】白ムジデコ箱6号H150,テスト【サンプル】白ムジデコ箱6号H150,2728
Title,【サンプル】UNIライトプルーフ6号H65,テスト【サンプル】UNIライトプルーフ6号H65,2730
Title,【サンプル】UNIライトプルーフ5号H65,テスト【サンプル】UNIライトプルーフ5号H65,2732
Title,UNIライトプルーフ6号H65,テストUNIライトプルーフ6号H65,2734
Title,【サンプル】保冷バッグ(取っ手白)小,テスト【サンプル】保冷バッグ(取っ手白)小,2737
Title,【サンプル】保冷バッグ(取っ手黒)大,テスト【サンプル】保冷バッグ(取っ手黒)大,2739
Title,【サンプル】デコ箱5号用ダンボール（60サイズ）,テスト【サンプル】デコ箱5号用ダンボール（60サイズ）,2741
Title,【サンプル】白ムジデコ箱4号H130(ツヤ無・板紙),テスト【サンプル】白ムジデコ箱4号H130(ツヤ無・板紙),2743
Title,【サンプル】プラトレーロールケーキH150用(ゴールド),テスト【サンプル】プラトレーロールケーキH150用(ゴールド),2745
Title,【サンプル】白ムジデコ箱5号H113,テスト【サンプル】白ムジデコ箱5号H113,2748
Title,【サンプル】透明バッグ LL,テスト【サンプル】透明バッグ LL,2750
Title,【サンプル】透明バッグ L,テスト【サンプル】透明バッグ L,2753
Title,【サンプル】透明バッグ M,テスト【サンプル】透明バッグ M,2756
Title,【サンプル】透明バッグ S,テスト【サンプル】透明バッグ S,2758
Title,【サンプル】白ムジデコ箱5号H150,テスト【サンプル】白ムジデコ箱5号H150,2761
Title,【サンプル】フランボワーズデコ箱4号H130,テスト【サンプル】フランボワーズデコ箱4号H130,2763
Title,【サンプル】フランボワーズデコ箱6号H150,テスト【サンプル】フランボワーズデコ箱6号H150,2765
Title,【サンプル】フランボワーズデコ箱5号H150,テスト【サンプル】フランボワーズデコ箱5号H150,2767
Title,フランボワーズデコ箱6号H150,テストフランボワーズデコ箱6号H150,2769
Title,フランボワーズデコ箱5号H150,テストフランボワーズデコ箱5号H150,2772
Title,【サンプル】紙トレー6号サイズ(ゴールド),テスト【サンプル】紙トレー6号サイズ(ゴールド),2775
Title,プラトレー6号サイズ(ホワイト)【早割同梱】,テストプラトレー6号サイズ(ホワイト)【早割同梱】,2777
Title,【サンプル】nw紙トレー丸4.5号(ホワイト),テスト【サンプル】nw紙トレー丸4.5号(ホワイト),2779
Title,【サンプル】nw紙トレー角4.5号(ホワイト),テスト【サンプル】nw紙トレー角4.5号(ホワイト),2782
Title,【サンプル】紙トレー7号サイズ(ゴールド),テスト【サンプル】紙トレー7号サイズ(ゴールド),2789
Title,【サンプル】紙袋 RP ダークグレー,テスト【サンプル】紙袋 RP ダークグレー,2791
Title,【サンプル】紙袋 L ダークグレー,テスト【サンプル】紙袋 L ダークグレー,2794
Title,【サンプル】紙袋 M ダークグレー,テスト【サンプル】紙袋 M ダークグレー,2797
Title,【サンプル】紙袋 S ダークグレー,テスト【サンプル】紙袋 S ダークグレー,2799
Title,【サンプル】紙袋 RP クラフト,テスト【サンプル】紙袋 RP クラフト,2801
Title,【サンプル】紙袋 L クラフト,テスト【サンプル】紙袋 L クラフト,2803
Title,【サンプル】紙袋 M クラフト,テスト【サンプル】紙袋 M クラフト,2805
Title,【サンプル】紙袋 S クラフト,テスト【サンプル】紙袋 S クラフト,2807
Title,【サンプル】紙袋 RP マットホワイト,テスト【サンプル】紙袋 RP マットホワイト,2809
Title,【サンプル】紙袋 L マットホワイト,テスト【サンプル】紙袋 L マットホワイト,2811
Title,【サンプル】紙袋 M マットホワイト,テスト【サンプル】紙袋 M マットホワイト,2813
Title,【サンプル】紙袋 S マットホワイト,テスト【サンプル】紙袋 S マットホワイト,2815
Title,【サンプル】保冷バッグ　No.1,テスト【サンプル】保冷バッグ　No.1,2817
Title,白ムジデコ箱4号H130(ツヤ無・板紙),テスト白ムジデコ箱4号H130(ツヤ無・板紙),2819
Title,【サンプル】UNIライトプルーフ4号H60,テスト【サンプル】UNIライトプルーフ4号H60,2821
Title,【サンプル】紙袋 M ホワイト(ツヤ有),テスト【サンプル】紙袋 M ホワイト(ツヤ有),2823
Title,【サンプル】デザートギフト箱(クラフト)3~4セット用_兼用仕切り付,テスト【サンプル】デザートギフト箱(クラフト)3~4セット用_兼用仕切り付,2825
Title,【サンプル】デザートギフト箱(グレー)6~8セット用_兼用仕切り付,テスト【サンプル】デザートギフト箱(グレー)6~8セット用_兼用仕切り付,2827
Title,【サンプル】保冷剤 スノータイプ特RP-3 30g,テスト【サンプル】保冷剤 スノータイプ特RP-3 30g,2830
Title,【サンプル】保冷剤 スノータイプ特RP-10 100g,テスト【サンプル】保冷剤 スノータイプ特RP-10 100g,2832
Title,【サンプル】保冷剤 アンティーク 40g,テスト【サンプル】保冷剤 アンティーク 40g,2834
Title,【サンプル】メール便ケース ジッパー付 (A4 3cm対応),テスト【サンプル】メール便ケース ジッパー付 (A4 3cm対応),2836
Title,【サンプル】メール便ケース N式 (A4 3cm対応),テスト【サンプル】メール便ケース N式 (A4 3cm対応),2839
Title,【サンプル】アイスカップ 9オンス 115-270 クラフト,テスト【サンプル】アイスカップ 9オンス 115-270 クラフト,2847
Title,【サンプル】アイスカップ 9オンス 115-270 ホワイト,テスト【サンプル】アイスカップ 9オンス 115-270 ホワイト,2849
Title,【サンプル】アイスカップ 5オンス 86-200 クラフト,テスト【サンプル】アイスカップ 5オンス 86-200 クラフト,2851
Title,【サンプル】アイスカップ 5オンス 86-200 ホワイト,テスト【サンプル】アイスカップ 5オンス 86-200 ホワイト,2853
Title,【サンプル】アイスカップ用蓋 9オンス 115-270専用 透明,テスト【サンプル】アイスカップ用蓋 9オンス 115-270専用 透明,2855
Title,【サンプル】アイスカップ用蓋 5オンス 86-200専用 透明,テスト【サンプル】アイスカップ用蓋 5オンス 86-200専用 透明,2857
Title,【サンプル】透明カップ用 穴なしドーム蓋 A-PET 口径98mm,テスト【サンプル】透明カップ用 穴なしドーム蓋 A-PET 口径98mm,2859
Title,【サンプル】透明カップ用 C穴付ドーム蓋 A-PET 口径98mm,テスト【サンプル】透明カップ用 C穴付ドーム蓋 A-PET 口径98mm,2861
Title,【サンプル】透明カップ用 C穴付平蓋 A-PET 口径98mm,テスト【サンプル】透明カップ用 C穴付平蓋 A-PET 口径98mm,2863
Title,【サンプル】透明カップ A-PET 20オンス 口径98mm,テスト【サンプル】透明カップ A-PET 20オンス 口径98mm,2865
Title,【サンプル】透明カップ A-PET 16オンス 口径98mm,テスト【サンプル】透明カップ A-PET 16オンス 口径98mm,2867
Title,【サンプル】透明カップ A-PET 14オンス 口径98mm,テスト【サンプル】透明カップ A-PET 14オンス 口径98mm,2869
Title,【サンプル】プラトレー4号サイズ(ホワイト),テスト【サンプル】プラトレー4号サイズ(ホワイト),2872
Title,【サンプル】プラトレー4号サイズ(ゴールド),テスト【サンプル】プラトレー4号サイズ(ゴールド),2874
Title,【サンプル】箱がけクイック・DS #40 ネイビー,テスト【サンプル】箱がけクイック・DS #40 ネイビー,2878
Title,【サンプル】箱がけクイック・DS #19 ゴールド,テスト【サンプル】箱がけクイック・DS #19 ゴールド,2880
Title,【サンプル】紙トレー4号サイズ(ゴールド),テスト【サンプル】紙トレー4号サイズ(ゴールド),2882
Title,【サンプル】箱がけクイック・DS #54 ディープレッド,テスト【サンプル】箱がけクイック・DS #54 ディープレッド,2884
Title,【サンプル】箱がけクイック・DS #6 チョコレート,テスト【サンプル】箱がけクイック・DS #6 チョコレート,2886
Title,【サンプル】ギフトボックスL(エコクラフト),テスト【サンプル】ギフトボックスL(エコクラフト),2889
Title,デザートギフト箱(グレー)_兼用仕切り付,テストデザートギフト箱(グレー)_兼用仕切り付,2891
Title,【サンプル】ルーレ・クイックゴム #1 あわじ結び,テスト【サンプル】ルーレ・クイックゴム #1 あわじ結び,2893
Title,【サンプル】ルーレ・クイックゴム #4 うめ,テスト【サンプル】ルーレ・クイックゴム #4 うめ,2895
Title,【サンプル】プラトレー5号サイズ(ゴールド),テスト【サンプル】プラトレー5号サイズ(ゴールド),2897
Title,Criollo-Bitter-デコ箱4号H130,テストCriollo-Bitter-デコ箱4号H130,2900
Title,【サンプル】プラトレー5号サイズ(ホワイト),テスト【サンプル】プラトレー5号サイズ(ホワイト),2908
Title,【サンプル】ルージュロールケーキ箱H150,テスト【サンプル】ルージュロールケーキ箱H150,2914
Title,【サンプル】紙トレー5号サイズ(ゴールド),テスト【サンプル】紙トレー5号サイズ(ゴールド),2916
Title,【サンプル】プラトレー6号サイズ(ゴールド),テスト【サンプル】プラトレー6号サイズ(ゴールド),2923
Title,【サンプル】紙トレー角5号(チャコールグレー),テスト【サンプル】紙トレー角5号(チャコールグレー),2925
Title,【サンプル】紙トレー角4号(チャコールグレー),テスト【サンプル】紙トレー角4号(チャコールグレー),2927
